JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer_Code,Comment_Code(s),Comp_Star_1,Comp_Star_2,Charts,Comments,Transfomed,Airmass,Validation_Flag,Cmag,Kmag,HJD,Star_Name,Observer_Affiliation,Measurement_Method,Grouping_Method,ADS_Reference,Digitizer,Credit
2459710.379873,13.761,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.063,Z,17.257,18.408,,TCP J14225968+4122545,VVS,STD,,,,
2459710.380324,13.760,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.063,Z,17.256,18.391,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38049,13.572,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.016,Z,,14.958,,XM116HT,MCSE,STD,,,,
2459710.380787,13.790,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.062,Z,17.295,18.420,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38125,13.577,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.015,Z,,14.926,,XM116HT,MCSE,STD,,,,
2459710.381273,13.835,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.061,Z,17.246,18.405,,TCP J14225968+4122545,VVS,STD,,,,
2459710.381713,13.801,0.017,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.061,Z,17.662,18.775,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38201,13.603,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.015,Z,,14.940,,XM116HT,MCSE,STD,,,,
2459710.382164,13.842,0.022,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.060,Z,17.871,18.979,,TCP J14225968+4122545,VVS,STD,,,,
2459710.382627,13.851,0.024,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.060,Z,17.980,19.081,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38276,13.642,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.014,Z,,14.961,,XM116HT,MCSE,STD,,,,
2459710.383079,13.851,0.017,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.059,Z,17.639,18.767,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38352,13.628,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.014,Z,,14.958,,XM116HT,MCSE,STD,,,,
2459710.383576,13.833,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.058,Z,17.286,18.434,,TCP J14225968+4122545,VVS,STD,,,,
2459710.384016,13.830,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.058,Z,17.276,18.434,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38428,13.654,0.007,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.013,Z,,14.961,,XM116HT,MCSE,STD,,,,
2459710.384468,13.866,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.057,Z,17.333,18.505,,TCP J14225968+4122545,VVS,STD,,,,
2459710.384919,13.844,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.056,Z,17.326,18.487,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38504,13.652,0.007,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.013,Z,,14.968,,XM116HT,MCSE,STD,,,,
2459710.385359,13.874,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.056,Z,17.330,18.449,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38580,13.673,0.007,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.013,Z,,14.950,,XM116HT,MCSE,STD,,,,
2459710.386285,13.870,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.055,Z,17.492,18.600,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38656,13.660,0.007,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.012,Z,,14.935,,XM116HT,MCSE,STD,,,,
2459710.386736,13.871,0.022,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.054,Z,17.876,18.966,,TCP J14225968+4122545,VVS,STD,,,,
2459710.387188,13.886,0.013,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.053,Z,17.460,18.592,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38732,13.677,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.012,Z,,14.960,,XM116HT,MCSE,STD,,,,
2459710.387662,13.878,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.053,Z,17.445,18.571,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38808,13.671,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.011,Z,,14.969,,XM116HT,MCSE,STD,,,,
2459710.388148,13.872,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.052,Z,17.304,18.451,,TCP J14225968+4122545,VVS,STD,,,,
2459710.388588,13.846,0.019,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.052,Z,17.735,18.829,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38883,13.681,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.011,Z,,14.936,,XM116HT,MCSE,STD,,,,
2459710.389479,13.850,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.051,Z,17.240,18.366,,TCP J14225968+4122545,VVS,STD,,,,
2459710.38959,13.610,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.011,Z,,14.942,,XM116HT,MCSE,STD,,,,
2459710.389931,13.804,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.050,Z,17.332,18.437,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39035,13.631,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.010,Z,,14.940,,XM116HT,MCSE,STD,,,,
2459710.390417,13.827,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.049,Z,17.310,18.477,,TCP J14225968+4122545,VVS,STD,,,,
2459710.390856,13.774,0.017,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.049,Z,17.708,18.800,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39111,13.591,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.010,Z,,14.953,,XM116HT,MCSE,STD,,,,
2459710.391319,13.783,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.048,Z,17.375,18.526,,TCP J14225968+4122545,VVS,STD,,,,
2459710.391759,13.819,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.048,Z,17.303,18.483,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39186,13.568,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.010,Z,,14.957,,XM116HT,MCSE,STD,,,,
2459710.392211,13.777,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.047,Z,17.314,18.433,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39262,13.563,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.946,,XM116HT,MCSE,STD,,,,
2459710.392685,13.751,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.047,Z,17.246,18.393,,TCP J14225968+4122545,VVS,STD,,,,
2459710.393148,13.772,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.046,Z,17.280,18.453,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39338,13.578,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.954,,XM116HT,MCSE,STD,,,,
2459710.393588,13.738,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.046,Z,17.303,18.468,,TCP J14225968+4122545,VVS,STD,,,,
2459710.394039,13.724,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.045,Z,17.260,18.461,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39414,13.525,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.956,,XM116HT,MCSE,STD,,,,
2459710.394491,13.700,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.045,Z,17.266,18.409,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39490,13.526,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.009,Z,,14.946,,XM116HT,MCSE,STD,,,,
2459710.394965,13.705,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.044,Z,17.241,18.392,,TCP J14225968+4122545,VVS,STD,,,,
2459710.395417,13.704,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.044,Z,17.211,18.354,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39566,13.524,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.977,,XM116HT,MCSE,STD,,,,
2459710.395868,13.660,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.043,Z,17.209,18.371,,TCP J14225968+4122545,VVS,STD,,,,
2459710.396308,13.671,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.043,Z,17.214,18.368,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39642,13.475,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.975,,XM116HT,MCSE,STD,,,,
2459710.396759,13.684,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.042,Z,17.234,18.386,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39717,13.479,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.959,,XM116HT,MCSE,STD,,,,
2459710.397245,13.699,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.042,Z,17.213,18.387,,TCP J14225968+4122545,VVS,STD,,,,
2459710.397685,13.685,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.041,Z,17.218,18.398,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39793,13.462,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.987,,XM116HT,MCSE,STD,,,,
2459710.398137,13.686,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.041,Z,17.213,18.398,,TCP J14225968+4122545,VVS,STD,,,,
2459710.398588,13.669,0.014,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.040,Z,17.557,18.682,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39869,13.462,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.008,Z,,14.997,,XM116HT,MCSE,STD,,,,
2459710.399039,13.687,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.040,Z,17.234,18.372,,TCP J14225968+4122545,VVS,STD,,,,
2459710.39945,13.484,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.972,,XM116HT,MCSE,STD,,,,
2459710.399525,13.704,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.039,Z,17.217,18.380,,TCP J14225968+4122545,VVS,STD,,,,
2459710.399977,13.712,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.039,Z,17.197,18.368,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40021,13.511,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.962,,XM116HT,MCSE,STD,,,,
2459710.400451,13.711,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.038,Z,17.257,18.454,,TCP J14225968+4122545,VVS,STD,,,,
2459710.400914,13.729,0.015,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.038,Z,17.621,18.808,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40096,13.508,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.979,,XM116HT,MCSE,STD,,,,
2459710.401366,13.694,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.037,Z,17.261,18.429,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40172,13.504,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.964,,XM116HT,MCSE,STD,,,,
2459710.401852,13.731,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.037,Z,17.267,18.470,,TCP J14225968+4122545,VVS,STD,,,,
2459710.402303,13.731,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.036,Z,17.271,18.453,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40248,13.524,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.959,,XM116HT,MCSE,STD,,,,
2459710.402755,13.761,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.036,Z,17.302,18.484,,TCP J14225968+4122545,VVS,STD,,,,
2459710.403218,13.756,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.036,Z,17.306,18.496,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40324,13.539,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.976,,XM116HT,MCSE,STD,,,,
2459710.403657,13.716,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.035,Z,17.267,18.432,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40400,13.535,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.989,,XM116HT,MCSE,STD,,,,
2459710.404144,13.722,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.035,Z,17.235,18.418,,TCP J14225968+4122545,VVS,STD,,,,
2459710.404583,13.741,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.034,Z,17.230,18.433,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40476,13.525,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.965,,XM116HT,MCSE,STD,,,,
2459710.405046,13.729,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.034,Z,17.258,18.448,,TCP J14225968+4122545,VVS,STD,,,,
2459710.405498,13.725,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.034,Z,17.348,18.515,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40552,13.533,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.913,,XM116HT,MCSE,STD,,,,
2459710.405961,13.702,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.033,Z,17.280,18.399,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40627,13.533,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.952,,XM116HT,MCSE,STD,,,,
2459710.406458,13.740,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.033,Z,17.308,18.452,,TCP J14225968+4122545,VVS,STD,,,,
2459710.406910,13.749,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.032,Z,17.348,18.498,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40703,13.539,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.963,,XM116HT,MCSE,STD,,,,
2459710.407361,13.747,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.032,Z,17.342,18.503,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40779,13.525,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.967,,XM116HT,MCSE,STD,,,,
2459710.407801,13.741,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.032,Z,17.354,18.550,,TCP J14225968+4122545,VVS,STD,,,,
2459710.408252,13.723,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.031,Z,17.339,18.483,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40855,13.529,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.956,,XM116HT,MCSE,STD,,,,
2459710.408727,13.739,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.031,Z,17.338,18.489,,TCP J14225968+4122545,VVS,STD,,,,
2459710.409178,13.750,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.030,Z,17.329,18.508,,TCP J14225968+4122545,VVS,STD,,,,
2459710.40931,13.516,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.983,,XM116HT,MCSE,STD,,,,
2459710.409618,13.768,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.030,Z,17.310,18.493,,TCP J14225968+4122545,VVS,STD,,,,
2459710.410069,13.758,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.030,Z,17.349,18.521,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41007,13.570,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.977,,XM116HT,MCSE,STD,,,,
2459710.410509,13.748,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.318,18.456,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41082,13.567,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.951,,XM116HT,MCSE,STD,,,,
2459710.410984,13.755,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.358,18.543,,TCP J14225968+4122545,VVS,STD,,,,
2459710.411435,13.762,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.029,Z,17.343,18.531,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41158,13.554,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.920,,XM116HT,MCSE,STD,,,,
2459710.411875,13.747,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.381,18.545,,TCP J14225968+4122545,VVS,STD,,,,
2459710.412326,13.726,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.386,18.563,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41234,13.555,0.007,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.947,,XM116HT,MCSE,STD,,,,
2459710.412766,13.721,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.028,Z,17.334,18.490,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41310,13.513,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.945,,XM116HT,MCSE,STD,,,,
2459710.413252,13.740,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.408,18.551,,TCP J14225968+4122545,VVS,STD,,,,
2459710.413704,13.721,0.012,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.425,18.588,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41386,13.541,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.959,,XM116HT,MCSE,STD,,,,
2459710.414155,13.697,0.011,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.027,Z,17.413,18.555,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41462,13.494,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.957,,XM116HT,MCSE,STD,,,,
2459710.41537,13.515,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.949,,XM116HT,MCSE,STD,,,,
2459710.41613,13.539,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.961,,XM116HT,MCSE,STD,,,,
2459710.41689,13.509,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.006,Z,,14.943,,XM116HT,MCSE,STD,,,,
2459710.416956,13.703,0.010,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.025,Z,17.181,18.353,,TCP J14225968+4122545,VVS,STD,,,,
2459710.417407,13.674,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,17.175,18.369,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41765,13.499,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.962,,XM116HT,MCSE,STD,,,,
2459710.417882,13.672,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,17.155,18.317,,TCP J14225968+4122545,VVS,STD,,,,
2459710.418333,13.632,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.024,Z,17.162,18.358,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41841,13.455,0.006,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.918,,XM116HT,MCSE,STD,,,,
2459710.418785,13.616,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,17.170,18.345,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41917,13.415,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.956,,XM116HT,MCSE,STD,,,,
2459710.419236,13.628,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,17.148,18.332,,TCP J14225968+4122545,VVS,STD,,,,
2459710.419676,13.595,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,17.157,18.343,,TCP J14225968+4122545,VVS,STD,,,,
2459710.41992,13.411,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.977,,XM116HT,MCSE,STD,,,,
2459710.420208,13.557,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.023,Z,17.171,18.325,,TCP J14225968+4122545,VVS,STD,,,,
2459710.420648,13.536,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.153,18.309,,TCP J14225968+4122545,VVS,STD,,,,
2459710.42068,13.369,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.956,,XM116HT,MCSE,STD,,,,
2459710.421100,13.534,0.008,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.160,18.327,,TCP J14225968+4122545,VVS,STD,,,,
2459710.42144,13.368,0.005,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.986,,XM116HT,MCSE,STD,,,,
2459710.421539,13.539,0.008,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.158,18.326,,TCP J14225968+4122545,VVS,STD,,,,
2459710.421979,13.539,0.009,,CV,VMT,,000-BPJ-531,000-BPJ-533,X27936AB,STANDARD MAG: C = 13.520 K = 14.759,0,1.022,Z,17.170,18.345,,TCP J14225968+4122545,VVS,STD,,,,
2459710.42220,13.359,0.004,,CV,TRT,,ENSEMBLE,152,X27938KV,,0,1.007,Z,,14.923,,XM116HT,MCSE,STD,,,,
